iteration,node moved,to group,instantaneous gain,            accumulated gain,potential,abs gain %,yes verts,no verts,yes edges,            no edges,verts %,edges %,potential propor %,consults,performance %
425,6137,yes,3.25,10750.45,-23877507614.55,+0.00%,158542,158538,262045,264748,50.00%,                49.74%,50.00%,6,33.33%
426,6879,no,1.75,10752.20,-23877507612.80,+0.00%,158543,158537,262062,264739,50.00%,                49.75%,50.00%,3,66.67%
427,7581,no,12.85,10765.05,-23877507599.95,+0.00%,158542,158538,262045,264753,50.00%,                49.74%,50.00%,2,100.00%
428,7797,yes,8.15,10773.20,-23877507591.80,+0.00%,158541,158539,262039,264769,50.00%,                49.74%,50.00%,3,66.67%
429,13056,no,2.85,10776.05,-23877507588.95,+0.00%,158542,158538,262068,264751,50.00%,                49.75%,50.00%,7,28.57%
430,13057,no,2.95,10779.00,-23877507586.00,+0.00%,158541,158539,262062,264757,50.00%,                49.74%,50.00%,2,100.00%
431,13059,no,3.05,10782.05,-23877507582.95,+0.00%,158540,158540,262057,264764,50.00%,                49.74%,50.00%,3,66.67%
432,13191,no,3.15,10785.20,-23877507579.80,+0.00%,158539,158541,262053,264772,50.00%,                49.74%,50.00%,5,40.00%
433,13251,yes,1.85,10787.05,-23877507577.95,+0.00%,158538,158542,262050,264781,50.00%,                49.74%,50.00%,2,100.00%
434,23627,yes,0.95,10788.00,-23877507577.00,+0.00%,158539,158541,262060,264770,50.00%,                49.74%,50.00%,5,40.00%
435,25627,yes,3.05,10791.05,-23877507573.95,+0.00%,158540,158540,262076,264754,50.00%,                49.75%,50.00%,2,100.00%
436,26556,no,6.95,10798.00,-23877507567.00,+0.00%,158541,158539,262082,264752,50.00%,                49.75%,50.00%,2,100.00%
437,50940,yes,11.05,10809.05,-23877507555.95,+0.00%,158540,158540,262058,264782,50.00%,                49.74%,50.00%,6,33.33%
438,484,no,4.95,10814.00,-23877507551.00,+0.00%,158541,158539,262070,264782,50.00%,                49.74%,50.00%,8,25.00%
439,921,no,3.05,10817.05,-23877507547.95,+0.00%,158540,158540,262070,264786,50.00%,                49.74%,50.00%,7,28.57%
440,1451,yes,5.95,10823.00,-23877507542.00,+0.00%,158539,158541,262070,264790,50.00%,                49.74%,50.00%,3,66.67%
441,3184,no,0.05,10823.05,-23877507541.95,+0.00%,158540,158540,262083,264782,50.00%,                49.74%,50.00%,3,66.67%
442,492,yes,0.95,10824.00,-23877507541.00,+0.00%,158539,158541,262083,264783,50.00%,                49.74%,50.00%,7,28.57%
443,493,no,1.05,10825.05,-23877507539.95,+0.00%,158540,158540,262084,264782,50.00%,                49.74%,50.00%,2,100.00%
444,729,yes,0.95,10826.00,-23877507539.00,+0.00%,158539,158541,262083,264785,50.00%,                49.74%,50.00%,2,100.00%
445,7799,yes,0.05,10826.05,-23877507538.95,+0.00%,158540,158540,262085,264783,50.00%,                49.74%,50.00%,3,66.67%
446,497,no,1.95,10828.00,-23877507537.00,+0.00%,158541,158539,262087,264782,50.00%,                49.74%,50.00%,2,100.00%
447,9444,yes,0.05,10828.05,-23877507536.95,+0.00%,158540,158540,262087,264783,50.00%,                49.74%,50.00%,3,66.67%
448,43625,no,1.95,10830.00,-23877507535.00,+0.00%,158541,158539,262088,264783,50.00%,                49.74%,50.00%,5,40.00%
449,65755,no,0.05,10830.05,-23877507534.95,+0.00%,158540,158540,262074,264798,50.00%,                49.74%,50.00%,3,66.67%
450,509,no,0.15,10830.20,-23877507534.80,+0.00%,158539,158541,262064,264809,50.00%,                49.74%,50.00%,7,28.57%
451,5592,yes,0.85,10831.05,-23877507533.95,+0.00%,158538,158542,262064,264812,50.00%,                49.74%,50.00%,3,66.67%
452,64394,yes,0.95,10832.00,-23877507533.00,+0.00%,158539,158541,262069,264805,50.00%,                49.74%,50.00%,3,66.67%
453,9203,yes,0.05,10832.05,-23877507532.95,+0.00%,158540,158540,262070,264804,50.00%,                49.74%,50.00%,8,25.00%
454,15255,no,2.95,10835.00,-23877507530.00,+0.00%,158541,158539,262078,264797,50.00%,                49.74%,50.00%,4,50.00%
455,661,no,0.05,10835.05,-23877507529.95,+0.00%,158540,158540,262074,264803,50.00%,                49.74%,50.00%,3,66.67%
456,11566,yes,3.95,10839.00,-23877507526.00,+0.00%,158539,158541,262073,264805,50.00%,                49.74%,50.00%,2,100.00%
457,17160,yes,1.05,10840.05,-23877507524.95,+0.00%,158540,158540,262080,264801,50.00%,                49.74%,50.00%,5,40.00%
458,20677,yes,0.15,10840.20,-23877507524.80,+0.00%,158541,158539,262082,264801,50.00%,                49.74%,50.00%,2,100.00%
459,21528,no,0.85,10841.05,-23877507523.95,+0.00%,158542,158538,262085,264801,50.00%,                49.74%,50.00%,3,66.67%
460,60459,yes,7.15,10848.20,-23877507516.80,+0.00%,158541,158539,262083,264801,50.00%,                49.74%,50.00%,5,40.00%
461,71838,no,1.85,10850.05,-23877507514.95,+0.00%,158542,158538,262122,264772,50.00%,                49.75%,50.00%,3,66.67%
462,71840,no,1.95,10852.00,-23877507513.00,+0.00%,158541,158539,262120,264773,50.00%,                49.75%,50.00%,3,66.67%
463,111007,yes,0.05,10852.05,-23877507512.95,+0.00%,158540,158540,262119,264775,50.00%,                49.75%,50.00%,7,28.57%
464,116429,no,6.95,10859.00,-23877507506.00,+0.00%,158541,158539,262120,264775,50.00%,                49.75%,50.00%,2,100.00%
465,118044,yes,2.05,10861.05,-23877507503.95,+0.00%,158540,158540,262118,264783,50.00%,                49.75%,50.00%,3,66.67%
466,256553,no,2.95,10864.00,-23877507501.00,+0.00%,158541,158539,262121,264783,50.00%,                49.75%,50.00%,8,25.00%
467,581,no,0.05,10864.05,-23877507500.95,+0.00%,158540,158540,262120,264786,50.00%,                49.75%,50.00%,4,50.00%
468,62300,yes,5.95,10870.00,-23877507495.00,+0.00%,158539,158541,262120,264787,50.00%,                49.75%,50.00%,2,100.00%
469,525,no,0.05,10870.05,-23877507494.95,+0.00%,158540,158540,262145,264767,50.00%,                49.75%,50.00%,2,100.00%
470,8720,no,0.15,10870.20,-23877507494.80,+0.00%,158539,158541,262145,264768,50.00%,                49.75%,50.00%,12,16.67%
471,9837,yes,2.85,10873.05,-23877507491.95,+0.00%,158538,158542,262128,264788,50.00%,                49.75%,50.00%,3,66.67%
472,14048,yes,2.95,10876.00,-23877507489.00,+0.00%,158539,158541,262129,264787,50.00%,                49.75%,50.00%,7,28.57%
473,43227,no,0.05,10876.05,-23877507488.95,+0.00%,158540,158540,262134,264784,50.00%,                49.75%,50.00%,5,40.00%
474,68483,yes,5.95,10882.00,-23877507483.00,+0.00%,158539,158541,262074,264845,50.00%,                49.74%,50.00%,5,40.00%
475,68484,yes,3.05,10885.05,-23877507479.95,+0.00%,158540,158540,262085,264839,50.00%,                49.74%,50.00%,2,100.00%
476,537,no,1.95,10887.00,-23877507478.00,+0.00%,158541,158539,262096,264832,50.00%,                49.74%,50.00%,2,100.00%
477,665,yes,2.05,10889.05,-23877507475.95,+0.00%,158540,158540,262096,264833,50.00%,                49.74%,50.00%,2,100.00%
478,542,no,1.95,10891.00,-23877507474.00,+0.00%,158541,158539,262112,264820,50.00%,                49.74%,50.00%,3,66.67%
479,11765,yes,1.05,10892.05,-23877507472.95,+0.00%,158540,158540,262112,264821,50.00%,                49.74%,50.00%,3,66.67%
480,14746,no,0.95,10893.00,-23877507472.00,+0.00%,158541,158539,262118,264817,50.00%,                49.74%,50.00%,4,50.00%
481,15495,no,0.05,10893.05,-23877507471.95,+0.00%,158540,158540,262117,264818,50.00%,                49.74%,50.00%,2,100.00%
482,23781,yes,6.95,10900.00,-23877507465.00,+0.00%,158539,158541,262116,264820,50.00%,                49.74%,50.00%,3,66.67%
483,117957,yes,0.05,10900.05,-23877507464.95,+0.00%,158540,158540,262123,264819,50.00%,                49.74%,50.00%,11,18.18%
484,547,no,0.95,10901.00,-23877507464.00,+0.00%,158541,158539,262127,264816,50.00%,                49.74%,50.00%,6,33.33%
485,550,no,3.05,10904.05,-23877507460.95,+0.00%,158540,158540,262125,264818,50.00%,                49.74%,50.00%,8,25.00%
486,3804,yes,1.95,10906.00,-23877507459.00,+0.00%,158539,158541,262125,264822,50.00%,                49.74%,50.00%,9,22.22%
487,13850,yes,5.05,10911.05,-23877507453.95,+0.00%,158540,158540,262127,264821,50.00%,                49.74%,50.00%,4,50.00%
488,23662,no,5.95,10917.00,-23877507448.00,+0.00%,158541,158539,262180,264774,50.00%,                49.75%,50.00%,3,66.67%
489,35717,no,3.05,10920.05,-23877507444.95,+0.00%,158540,158540,262140,264819,50.00%,                49.75%,50.00%,4,50.00%
490,36613,no,2.15,10922.20,-23877507442.80,+0.00%,158539,158541,262138,264825,50.00%,                49.75%,50.00%,5,40.00%
491,42802,yes,7.85,10930.05,-23877507434.95,+0.00%,158538,158542,262133,264835,50.00%,                49.74%,50.00%,3,66.67%
492,71111,no,11.15,10941.20,-23877507423.80,+0.00%,158539,158541,262158,264815,50.00%,                49.75%,50.00%,5,40.00%
493,71201,no,4.25,10945.45,-23877507419.55,+0.00%,158538,158542,262141,264846,50.00%,                49.74%,50.00%,2,100.00%
494,73448,yes,1.75,10947.20,-23877507417.80,+0.00%,158537,158543,262137,264859,50.00%,                49.74%,50.00%,2,100.00%
495,76272,yes,0.85,10948.05,-23877507416.95,+0.00%,158538,158542,262137,264856,50.00%,                49.74%,50.00%,2,100.00%
496,77351,yes,0.95,10949.00,-23877507416.00,+0.00%,158539,158541,262151,264840,50.00%,                49.74%,50.00%,4,50.00%
497,101329,no,1.05,10950.05,-23877507414.95,+0.00%,158540,158540,262160,264831,50.00%,                49.75%,50.00%,4,50.00%
498,101331,yes,3.95,10954.00,-23877507411.00,+0.00%,158539,158541,262157,264836,50.00%,                49.75%,50.00%,3,66.67%
499,102529,no,13.05,10967.05,-23877507397.95,+0.00%,158540,158540,262169,264827,50.00%,                49.75%,50.00%,5,40.00%
500,104425,yes,4.95,10972.00,-23877507393.00,+0.00%,158539,158541,262169,264841,50.00%,                49.75%,50.00%,3,66.67%
501,129892,no,3.05,10975.05,-23877507389.95,+0.00%,158540,158540,262175,264839,50.00%,                49.75%,50.00%,3,66.67%
502,135958,yes,2.95,10978.00,-23877507387.00,+0.00%,158539,158541,262142,264876,50.00%,                49.74%,50.00%,2,100.00%
503,143243,yes,3.05,10981.05,-23877507383.95,+0.00%,158540,158540,262159,264861,50.00%,                49.74%,50.00%,4,50.00%
504,153730,yes,3.15,10984.20,-23877507380.80,+0.00%,158541,158539,262170,264854,50.00%,                49.75%,50.00%,5,40.00%
505,156627,no,0.85,10985.05,-23877507379.95,+0.00%,158542,158538,262181,264849,50.00%,                49.75%,50.00%,2,100.00%
506,168334,yes,7.15,10992.20,-23877507372.80,+0.00%,158541,158539,262177,264851,50.00%,                49.75%,50.00%,4,50.00%
507,168336,yes,0.25,10992.45,-23877507372.55,+0.00%,158542,158538,262204,264834,50.00%,                49.75%,50.00%,3,66.67%
508,168337,yes,0.35,10992.80,-23877507372.20,+0.00%,158543,158537,262212,264831,50.00%,                49.75%,50.00%,2,100.00%
509,172028,no,4.65,10997.45,-23877507367.55,+0.00%,158544,158536,262221,264829,50.00%,                49.75%,50.00%,5,40.00%
510,207298,no,2.75,11000.20,-23877507364.80,+0.00%,158543,158537,262208,264840,50.00%,                49.75%,50.00%,2,100.00%
511,210289,no,2.85,11003.05,-23877507361.95,+0.00%,158542,158538,262201,264845,50.00%,                49.75%,50.00%,2,100.00%
512,293253,no,1.95,11005.00,-23877507360.00,+0.00%,158541,158539,262195,264851,50.00%,                49.75%,50.00%,4,50.00%
513,564,no,1.05,11006.05,-23877507358.95,+0.00%,158540,158540,262191,264856,50.00%,                49.75%,50.00%,3,66.67%
514,4506,no,0.15,11006.20,-23877507358.80,+0.00%,158539,158541,262188,264861,50.00%,                49.75%,50.00%,7,28.57%
515,566,yes,3.85,11010.05,-23877507354.95,+0.00%,158538,158542,262188,264864,50.00%,                49.75%,50.00%,4,50.00%
516,62028,yes,1.95,11012.00,-23877507353.00,+0.00%,158539,158541,262190,264863,50.00%,                49.75%,50.00%,3,66.67%
517,9682,yes,4.05,11016.05,-23877507348.95,+0.00%,158540,158540,262192,264862,50.00%,                49.75%,50.00%,8,25.00%
518,9858,no,1.95,11018.00,-23877507347.00,+0.00%,158541,158539,262197,264862,50.00%,                49.75%,50.00%,3,66.67%
519,3142,no,2.05,11020.05,-23877507344.95,+0.00%,158540,158540,262140,264920,50.00%,                49.74%,50.00%,5,40.00%
520,3322,yes,2.95,11023.00,-23877507342.00,+0.00%,158539,158541,262140,264923,50.00%,                49.74%,50.00%,7,28.57%
521,6949,yes,4.05,11027.05,-23877507337.95,+0.00%,158540,158540,262147,264918,50.00%,                49.74%,50.00%,2,100.00%
522,93603,yes,0.15,11027.20,-23877507337.80,+0.00%,158541,158539,262167,264903,50.00%,                49.74%,50.00%,9,22.22%
523,599,no,1.85,11029.05,-23877507335.95,+0.00%,158542,158538,262170,264903,50.00%,                49.74%,50.00%,4,50.00%
524,807,no,1.95,11031.00,-23877507334.00,+0.00%,158541,158539,262166,264906,50.00%,                49.74%,50.00%,2,100.00%
525,5290,yes,2.05,11033.05,-23877507331.95,+0.00%,158540,158540,262166,264907,50.00%,                49.74%,50.00%,2,100.00%
526,25380,no,8.95,11042.00,-23877507323.00,+0.00%,158541,158539,262171,264905,50.00%,                49.74%,50.00%,3,66.67%
527,30345,no,9.05,11051.05,-23877507313.95,+0.00%,158540,158540,262149,264935,50.00%,                49.74%,50.00%,2,100.00%
528,43139,yes,7.95,11059.00,-23877507306.00,+0.00%,158539,158541,262122,264972,50.00%,                49.73%,50.00%,2,100.00%
529,346133,no,1.05,11060.05,-23877507304.95,+0.00%,158540,158540,262141,264960,50.00%,                49.73%,50.00%,2,100.00%
530,975,yes,2.95,11063.00,-23877507302.00,+0.00%,158539,158541,262140,264963,50.00%,                49.73%,50.00%,2,100.00%
531,13856,yes,2.05,11065.05,-23877507299.95,+0.00%,158540,158540,262156,264949,50.00%,                49.74%,50.00%,5,40.00%
532,13857,yes,0.15,11065.20,-23877507299.80,+0.00%,158541,158539,262160,264948,50.00%,                49.74%,50.00%,2,100.00%
533,30289,no,5.85,11071.05,-23877507293.95,+0.00%,158542,158538,262163,264948,50.00%,                49.74%,50.00%,5,40.00%
534,72754,yes,1.15,11072.20,-23877507292.80,+0.00%,158541,158539,262161,264953,50.00%,                49.74%,50.00%,9,22.22%
535,83929,no,3.85,11076.05,-23877507288.95,+0.00%,158542,158538,262171,264947,50.00%,                49.74%,50.00%,2,100.00%
536,163798,no,0.95,11077.00,-23877507288.00,+0.00%,158541,158539,262167,264952,50.00%,                49.74%,50.00%,4,50.00%
537,20511,no,2.05,11079.05,-23877507285.95,+0.00%,158540,158540,262166,264953,50.00%,                49.74%,50.00%,7,28.57%
538,618,yes,0.95,11080.00,-23877507285.00,+0.00%,158539,158541,262162,264960,50.00%,                49.73%,50.00%,3,66.67%
539,684,yes,0.05,11080.05,-23877507284.95,+0.00%,158540,158540,262163,264959,50.00%,                49.73%,50.00%,2,100.00%
540,29455,no,1.95,11082.00,-23877507283.00,+0.00%,158541,158539,262164,264959,50.00%,                49.73%,50.00%,10,20.00%
541,49635,no,7.05,11089.05,-23877507275.95,+0.00%,158540,158540,262154,264970,50.00%,                49.73%,50.00%,5,40.00%
542,72740,no,4.15,11093.20,-23877507271.80,+0.00%,158539,158541,262145,264987,50.00%,                49.73%,50.00%,3,66.67%
543,7154,yes,6.85,11100.05,-23877507264.95,+0.00%,158538,158542,262116,265023,50.00%,                49.72%,50.00%,6,33.33%
544,20918,yes,9.95,11110.00,-23877507255.00,+0.00%,158539,158541,262133,265010,50.00%,                49.73%,50.00%,3,66.67%
545,1869,yes,4.05,11114.05,-23877507250.95,+0.00%,158540,158540,262144,265008,50.00%,                49.73%,50.00%,6,33.33%
546,3842,yes,3.15,11117.20,-23877507247.80,+0.00%,158541,158539,262154,265003,50.00%,                49.73%,50.00%,6,33.33%
547,4690,no,3.85,11121.05,-23877507243.95,+0.00%,158542,158538,262182,264981,50.00%,                49.73%,50.00%,4,50.00%
548,13436,no,4.95,11126.00,-23877507239.00,+0.00%,158541,158539,262180,264984,50.00%,                49.73%,50.00%,9,22.22%
549,37335,no,6.05,11132.05,-23877507232.95,+0.00%,158540,158540,262158,265010,50.00%,                49.73%,50.00%,8,25.00%
550,38033,yes,5.95,11138.00,-23877507227.00,+0.00%,158539,158541,262066,265109,50.00%,                49.71%,50.00%,2,100.00%
551,59911,no,2.05,11140.05,-23877507224.95,+0.00%,158540,158540,262072,265108,50.00%,                49.71%,50.00%,4,50.00%
552,64379,yes,4.95,11145.00,-23877507220.00,+0.00%,158539,158541,262071,265112,50.00%,                49.71%,50.00%,3,66.67%
553,73509,no,5.05,11150.05,-23877507214.95,+0.00%,158540,158540,262084,265103,50.00%,                49.71%,50.00%,3,66.67%
554,69247,yes,7.95,11158.00,-23877507207.00,+0.00%,158539,158541,262073,265120,50.00%,                49.71%,50.00%,8,25.00%
555,395256,no,2.05,11160.05,-23877507204.95,+0.00%,158540,158540,262084,265116,50.00%,                49.71%,50.00%,7,28.57%
556,1597,yes,0.95,11161.00,-23877507204.00,+0.00%,158539,158541,262083,265120,50.00%,                49.71%,50.00%,3,66.67%
557,7497,no,1.05,11162.05,-23877507202.95,+0.00%,158540,158540,262088,265115,50.00%,                49.71%,50.00%,2,100.00%
558,662,yes,0.95,11163.00,-23877507202.00,+0.00%,158539,158541,262088,265117,50.00%,                49.71%,50.00%,3,66.67%
559,2877,yes,1.05,11164.05,-23877507200.95,+0.00%,158540,158540,262100,265105,50.00%,                49.72%,50.00%,5,40.00%
560,35320,no,9.95,11174.00,-23877507191.00,+0.00%,158541,158539,262109,265098,50.00%,                49.72%,50.00%,5,40.00%
561,39434,yes,3.05,11177.05,-23877507187.95,+0.00%,158540,158540,262087,265129,50.00%,                49.71%,50.00%,2,100.00%
562,52380,yes,3.15,11180.20,-23877507184.80,+0.00%,158541,158539,262101,265119,50.00%,                49.71%,50.00%,3,66.67%
563,81592,no,1.85,11182.05,-23877507182.95,+0.00%,158542,158538,262124,265102,50.00%,                49.72%,50.00%,3,66.67%
564,118007,no,6.95,11189.00,-23877507176.00,+0.00%,158541,158539,262105,265120,50.00%,                49.71%,50.00%,3,66.67%
565,125790,yes,1.05,11190.05,-23877507174.95,+0.00%,158540,158540,262091,265140,50.00%,                49.71%,50.00%,2,100.00%
566,208668,no,1.95,11192.00,-23877507173.00,+0.00%,158541,158539,262104,265129,50.00%,                49.71%,50.00%,6,33.33%
567,2571,yes,19.05,11211.05,-23877507153.95,+0.00%,158540,158540,262103,265131,50.00%,                49.71%,50.00%,6,33.33%
568,5052,yes,9.15,11220.20,-23877507144.80,+0.00%,158541,158539,262198,265056,50.00%,                49.73%,50.00%,8,25.00%
569,7008,yes,11.25,11231.45,-23877507133.55,+0.00%,158542,158538,262217,265049,50.00%,                49.73%,50.00%,4,50.00%
570,8074,yes,12.35,11243.80,-23877507121.20,+0.00%,158543,158537,262252,265030,50.00%,                49.74%,50.00%,3,66.67%
571,11425,yes,7.45,11251.25,-23877507113.75,+0.00%,158544,158536,262277,265024,50.00%,                49.74%,50.00%,5,40.00%
572,11427,yes,3.55,11254.80,-23877507110.20,+0.00%,158545,158535,262298,265019,50.00%,                49.74%,50.00%,3,66.67%
573,2138,no,9.45,11264.25,-23877507100.75,+0.00%,158546,158534,262316,265015,50.00%,                49.74%,50.00%,9,22.22%
574,63618,yes,1.55,11265.80,-23877507099.20,+0.00%,158545,158535,262308,265022,50.00%,                49.74%,50.00%,3,66.67%
575,75797,no,5.45,11271.25,-23877507093.75,+0.00%,158546,158534,262339,265003,50.00%,                49.75%,50.00%,2,100.00%
576,5972,no,9.55,11280.80,-23877507084.20,+0.00%,158545,158535,262333,265004,50.00%,                49.75%,50.00%,4,50.00%
577,7161,no,5.65,11286.45,-23877507078.55,+0.00%,158544,158536,262333,265005,50.00%,                49.75%,50.00%,2,100.00%
578,7522,no,6.75,11293.20,-23877507071.80,+0.00%,158543,158537,262330,265007,50.00%,                49.75%,50.00%,2,100.00%
579,7754,no,4.85,11298.05,-23877507066.95,+0.00%,158542,158538,262330,265009,50.00%,                49.75%,50.00%,3,66.67%
580,2670,no,3.95,11302.00,-23877507063.00,+0.00%,158541,158539,262330,265011,50.00%,                49.75%,50.00%,2,100.00%
581,42810,no,1.05,11303.05,-23877507061.95,+0.00%,158540,158540,262321,265023,50.00%,                49.74%,50.00%,2,100.00%
582,820,yes,5.95,11309.00,-23877507056.00,+0.00%,158539,158541,262316,265030,50.00%,                49.74%,50.00%,3,66.67%
583,28692,no,1.05,11310.05,-23877507054.95,+0.00%,158540,158540,262329,265022,50.00%,                49.74%,50.00%,8,25.00%
584,2805,no,5.15,11315.20,-23877507049.80,+0.00%,158539,158541,262329,265024,50.00%,                49.74%,50.00%,4,50.00%
585,1220,yes,0.85,11316.05,-23877507048.95,+0.00%,158538,158542,262309,265052,50.00%,                49.74%,50.00%,3,66.67%
586,2346,yes,4.95,11321.00,-23877507044.00,+0.00%,158539,158541,262319,265040,50.00%,                49.74%,50.00%,2,100.00%
587,708,no,1.05,11322.05,-23877507042.95,+0.00%,158540,158540,262324,265039,50.00%,                49.74%,50.00%,4,50.00%
588,689,yes,1.95,11324.00,-23877507041.00,+0.00%,158539,158541,262324,265041,50.00%,                49.74%,50.00%,5,40.00%
589,710,no,3.05,11327.05,-23877507037.95,+0.00%,158540,158540,262325,265041,50.00%,                49.74%,50.00%,2,100.00%
590,2655,yes,2.95,11330.00,-23877507035.00,+0.00%,158539,158541,262318,265052,50.00%,                49.74%,50.00%,5,40.00%
591,16148,no,1.05,11331.05,-23877507033.95,+0.00%,158540,158540,262320,265052,50.00%,                49.74%,50.00%,2,100.00%
592,6958,yes,0.95,11332.00,-23877507033.00,+0.00%,158539,158541,262317,265057,50.00%,                49.74%,50.00%,8,25.00%
593,2773,yes,2.05,11334.05,-23877507030.95,+0.00%,158540,158540,262318,265056,50.00%,                49.74%,50.00%,2,100.00%
594,4613,yes,0.15,11334.20,-23877507030.80,+0.00%,158541,158539,262340,265037,50.00%,                49.74%,50.00%,2,100.00%
595,4983,no,3.85,11338.05,-23877507026.95,+0.00%,158542,158538,262351,265029,50.00%,                49.75%,50.00%,2,100.00%
596,5438,no,2.95,11341.00,-23877507024.00,+0.00%,158541,158539,262351,265030,50.00%,                49.75%,50.00%,2,100.00%
597,5895,no,1.05,11342.05,-23877507022.95,+0.00%,158540,158540,262343,265040,50.00%,                49.74%,50.00%,2,100.00%
598,8048,yes,5.95,11348.00,-23877507017.00,+0.00%,158539,158541,262332,265053,50.00%,                49.74%,50.00%,3,66.67%
599,14557,no,0.05,11348.05,-23877507016.95,+0.00%,158540,158540,262353,265037,50.00%,                49.75%,50.00%,6,33.33%
600,21113,no,1.15,11349.20,-23877507015.80,+0.00%,158539,158541,262353,265038,50.00%,                49.75%,50.00%,8,25.00%
601,29758,yes,2.85,11352.05,-23877507012.95,+0.00%,158538,158542,262352,265043,50.00%,                49.74%,50.00%,4,50.00%
602,30013,yes,2.95,11355.00,-23877507010.00,+0.00%,158539,158541,262358,265037,50.00%,                49.75%,50.00%,2,100.00%
603,30621,yes,0.05,11355.05,-23877507009.95,+0.00%,158540,158540,262396,265001,50.00%,                49.75%,50.00%,2,100.00%
604,31576,no,1.95,11357.00,-23877507008.00,+0.00%,158541,158539,262398,265000,50.00%,                49.75%,50.00%,2,100.00%
605,31577,no,0.05,11357.05,-23877507007.95,+0.00%,158540,158540,262397,265002,50.00%,                49.75%,50.00%,2,100.00%
606,45581,no,0.15,11357.20,-23877507007.80,+0.00%,158539,158541,262383,265017,50.00%,                49.75%,50.00%,5,40.00%
607,55919,no,7.25,11364.45,-23877507000.55,+0.00%,158538,158542,262378,265025,50.00%,                49.75%,50.00%,2,100.00%
608,62301,yes,1.75,11366.20,-23877506998.80,+0.00%,158537,158543,262363,265052,50.00%,                49.75%,50.00%,2,100.00%
609,89591,yes,3.85,11370.05,-23877506994.95,+0.00%,158538,158542,262368,265044,50.00%,                49.75%,50.00%,4,50.00%
610,99503,yes,3.95,11374.00,-23877506991.00,+0.00%,158539,158541,262376,265037,50.00%,                49.75%,50.00%,3,66.67%
611,148512,yes,0.05,11374.05,-23877506990.95,+0.00%,158540,158540,262385,265031,50.00%,                49.75%,50.00%,4,50.00%
612,149179,no,4.95,11379.00,-23877506986.00,+0.00%,158541,158539,262398,265019,50.00%,                49.75%,50.00%,2,100.00%
613,4039,no,2.05,11381.05,-23877506983.95,+0.00%,158540,158540,262397,265024,50.00%,                49.75%,50.00%,4,50.00%
614,140203,yes,6.95,11388.00,-23877506977.00,+0.00%,158539,158541,262397,265027,50.00%,                49.75%,50.00%,11,18.18%
615,272842,yes,4.05,11392.05,-23877506972.95,+0.00%,158540,158540,262425,265005,50.00%,                49.76%,50.00%,3,66.67%
616,12053,no,3.95,11396.00,-23877506969.00,+0.00%,158541,158539,262453,264982,50.00%,                49.76%,50.00%,7,28.57%
617,18353,no,6.05,11402.05,-23877506962.95,+0.00%,158540,158540,262453,264985,50.00%,                49.76%,50.00%,5,40.00%
618,23258,no,7.15,11409.20,-23877506955.80,+0.00%,158539,158541,262449,264996,50.00%,                49.76%,50.00%,2,100.00%
619,28005,no,4.25,11413.45,-23877506951.55,+0.00%,158538,158542,262441,265014,50.00%,                49.76%,50.00%,3,66.67%
620,56279,yes,5.75,11419.20,-23877506945.80,+0.00%,158537,158543,262369,265095,50.00%,                49.74%,50.00%,3,66.67%
621,72168,yes,0.85,11420.05,-23877506944.95,+0.00%,158538,158542,262379,265086,50.00%,                49.74%,50.00%,2,100.00%
622,143631,yes,0.95,11421.00,-23877506944.00,+0.00%,158539,158541,262392,265071,50.00%,                49.75%,50.00%,5,40.00%
623,713,no,3.05,11424.05,-23877506940.95,+0.00%,158540,158540,262397,265066,50.00%,                49.75%,50.00%,2,100.00%
624,3374,yes,10.95,11435.00,-23877506930.00,+0.00%,158539,158541,262395,265072,50.00%,                49.75%,50.00%,2,100.00%
625,31264,yes,3.05,11438.05,-23877506926.95,+0.00%,158540,158540,262435,265042,50.00%,                49.75%,50.00%,2,100.00%
626,53096,no,3.95,11442.00,-23877506923.00,+0.00%,158541,158539,262458,265023,50.00%,                49.76%,50.00%,5,40.00%
627,720,yes,0.05,11442.05,-23877506922.95,+0.00%,158540,158540,262455,265029,50.00%,                49.76%,50.00%,4,50.00%
628,28495,no,2.95,11445.00,-23877506920.00,+0.00%,158541,158539,262456,265029,50.00%,                49.76%,50.00%,5,40.00%
629,87619,no,4.05,11449.05,-23877506915.95,+0.00%,158540,158540,262450,265037,50.00%,                49.75%,50.00%,3,66.67%
630,88136,no,5.15,11454.20,-23877506910.80,+0.00%,158539,158541,262447,265045,50.00%,                49.75%,50.00%,7,28.57%
631,88137,no,5.25,11459.45,-23877506905.55,+0.00%,158538,158542,262445,265055,50.00%,                49.75%,50.00%,2,100.00%
632,3242,yes,2.75,11462.20,-23877506902.80,+0.00%,158537,158543,262445,265065,50.00%,                49.75%,50.00%,5,40.00%
633,29696,yes,17.85,11480.05,-23877506884.95,+0.00%,158538,158542,262460,265048,50.00%,                49.75%,50.00%,7,28.57%
634,10863,yes,5.95,11486.00,-23877506879.00,+0.00%,158539,158541,262500,265023,50.00%,                49.76%,50.00%,5,40.00%
635,3893,no,5.05,11491.05,-23877506873.95,+0.00%,158540,158540,262506,265022,50.00%,                49.76%,50.00%,2,100.00%
636,6989,yes,14.95,11506.00,-23877506859.00,+0.00%,158539,158541,262468,265066,50.00%,                49.75%,50.00%,3,66.67%
637,9993,no,5.05,11511.05,-23877506853.95,+0.00%,158540,158540,262507,265041,50.00%,                49.76%,50.00%,2,100.00%
